ID,Name,Description,Contributor,Citation,Language_ID,Contribution_Type,Creator,Year,Contribution_Date,License,Copyright,URL,Source
copalatriquint,Bible in Copala Triqui,"The Bible, translated into Copala Triqui.",ebible.org,"Wycliffe Bible Translators, Inc. (1987): Se-nānā Diosē nanā sāʼ me rá catūū nimán níʼ a [The Bible in Copala Triqui]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/trcNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1987,2014-04-30,CCBYNCND-4.0,"Copyright © 1987 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/trcNT_html.zip,CLD-Bible-copalatriquint
sanmartinitunyosotriqui,Bible in San Martín Itunyoso Triqui,"The Bible, translated into San Martín Itunyoso Triqui.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): Si-nu̱guanꞌ Yanꞌanj Xa̱ngaꞌ [The Bible in San Martín Itunyoso Triqui]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/trq_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2020-11-30,All rights reserved,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/trq_html.zip,CLD-Bible-sanmartinitunyosotriqui
tausug,Bible in Tausug,"The Bible, translated into Tausug.",ebible.org,"Wycliffe Bible Translators, Inc. (1999): Kitab Injil (The New Testament) [The Bible in Tausug]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tsg_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1999,2020-12-01,All rights reserved,"Copyright © 1999 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tsg_html.zip,CLD-Bible-tausug
tswana,Bible in Tswana,"The Bible, translated into Tswana.",ebible.org,"Biblica, Inc. (1993): Biblica® Open Lefoko: La Botshelo Kgolagano e Ntsha [The Bible in Tswana]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tsn_html.zip",,Primary texts,"Biblica, Inc.",1993,2023-04-18,CCBYSA,"Copyright © 1993 Biblica, Inc.",https://ebible.org/Scriptures/tsn_html.zip,CLD-Bible-tswana
salkatsishinginint,Bible in Salka-Tsishingini,"The Bible, translated into Salka-Tsishingini.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Nzuwulai n Sa'avu na̱ Tsishingini na̱ a̱ɗiva̱ a na a ɗangulai a Nzuwulai mu Ufaru [The Bible in Salka-Tsishingini]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tswNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2019-08-09,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tswNT_html.zip,CLD-Bible-salkatsishinginint
tektitekont,Bible in Tektiteko,"The Bible, translated into Tektiteko.",ebible.org,"Wycliffe Bible Translators, Inc. (2003): Te akʼaʼj tuʼjal tuj tuʼjal qtata Dios [The Bible in Tektiteko]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ttcNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2003,2014-04-30,CCBYNCND-4.0,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ttcNT_html.zip,CLD-Bible-tektitekont
bwanabwana,Bible in Bwanabwana,"The Bible, translated into Bwanabwana.",ebible.org,Wycliffe Bible Translators (2003): Buki Tabu Waluwaluna [The Bible in Bwanabwana]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tte_html.zip,,Primary texts,Wycliffe Bible Translators,2003,2012-11-24,CCBYNCND-4.0,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tte_html.zip,CLD-Bible-bwanabwana
bwanabwanao,Bible in Bwanabwana,"The Bible, translated into Bwanabwana.",ebible.org, (2019): Buki Tabu Beyabeyana [The Bible in Bwanabwana]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tteo_html.zip,,Primary texts,,2019,2022-08-18,CCBYNCND-4.0,Copyright © 2019 Wycliffe Switzerland,https://ebible.org/Scriptures/tteo_html.zip,CLD-Bible-bwanabwanao
tawallammattamajaq,Bible in Tawallammat Tamajaq,"The Bible, translated into Tawallammat Tamajaq.",ebible.org,SIM International (2015): Ǝlinjil ǝn Ɣaysa Ǝlmǝsix Itawann-as deɣ Arkawal wa Aynayan [The Bible in Tawallammat Tamajaq]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ttq_html.zip,,Primary texts,SIM International,2015,2020-12-01,All rights reserved,"Copyright © 2015 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ttq_html.zip,CLD-Bible-tawallammattamajaq
tawallammattamajaqt,Bible in Tawallammat Tamajaq,"The Bible, translated into Tawallammat Tamajaq.",ebible.org,SIM International (2013): Ǝlinjil ǝn Ɣaysa Ǝlmǝsix [The Bible in Tawallammat Tamajaq]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ttqt_html.zip,,Primary texts,SIM International,2013,2024-02-21,All rights reserved,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ttqt_html.zip,CLD-Bible-tawallammattamajaqt
mutuo,Bible in Mutu,"The Bible, translated into Mutu.",ebible.org,Wycliffe Bible Translators (2011): Maaron Saveeŋ Toni Patabuaŋ [The Bible in Mutu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tuc-o_html.zip,,Primary texts,Wycliffe Bible Translators,2011,2012-11-24,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tuc-o_html.zip,CLD-Bible-mutuo
mutut,Bible in Mutu,"The Bible, translated into Mutu.",ebible.org,Wycliffe Bible Translators (2011): Maaron Saveeŋ Tooni Patabuyaaŋ [The Bible in Mutu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tuc-t_html.zip,,Primary texts,Wycliffe Bible Translators,2011,2017-08-31,CCBYND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tuc-t_html.zip,CLD-Bible-mutut
tuyuca,Bible in Tuyuca,"The Bible, translated into Tuyuca.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Cõãmacʉ̃ mecʉ̃ã wedesei [The Bible in Tuyuca]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tue_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2014-08-06,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tue_html.zip,CLD-Bible-tuyuca
centraltunebo,Bible in Central Tunebo,"The Bible, translated into Central Tunebo.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Sir chihtá [The Bible in Central Tunebo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tuf_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2014-08-06,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tuf_html.zip,CLD-Bible-centraltunebo
tucanont,Bible in Tucano,"The Bible, translated into Tucano.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Õ'âkĩ̶ hɨ yeere uúkũri turi Tukano [The Bible in Tucano]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tuoNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2020-12-01,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tuoNT_html.zip,CLD-Bible-tucanont
turkishytc,Bible in Turkish,"The Bible, translated into Turkish.",ebible.org, (2023): Yeni Türkçe Kutsal Kitap Çevirisi (YTC) [The Bible in Turkish]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/turytc_html.zip,,Primary texts,,2023,2024-05-06,CCBYND-4.0,"Copyright © 2023, 2024 İsmail Serinken",https://ebible.org/Scriptures/turytc_html.zip,CLD-Bible-turkishytc
southeastambrym,Bible in Southeast Ambrym,"The Bible, translated into Southeast Ambrym.",ebible.org,Wycliffe Bible Translators (2015): Vanuvei Eo e sepinien Vatlongos na mol-Vatimol xil niutestamen e rute te oltestamen [The Bible in Southeast Ambrym]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tvk_html.zip,,Primary texts,Wycliffe Bible Translators,2015,2016-09-06,CCBYND-4.0,"Copyright © 2015 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tvk_html.zip,CLD-Bible-southeastambrym
tutsanaga,Bible in Tutsa Naga,"The Bible, translated into Tutsa Naga.",ebible.org,The Word for the World South Asia (2018): Esa Leedap Ena Banlam [The Bible in Tutsa Naga]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tvt_html.zip,,Primary texts,The Word for the World South Asia,2018,2023-04-18,CCBY-4.0,Copyright © 2018 The Word for the World International,https://ebible.org/Scriptures/tvt_html.zip,CLD-Bible-tutsanaga
twi,Bible in Twi,"The Bible, translated into Twi.",ebible.org,"Biblica, Inc. (2020): Biblica® Wonhia ɛho kwamma nhoma Akuapem Twi Nkwa Asɛm™ [The Bible in Twi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/twi_html.zip",,Primary texts,"Biblica, Inc.",2020,2021-04-09,CCBYSA,"Copyright © 2020 Biblica, Inc.",https://ebible.org/Scriptures/twi_html.zip,CLD-Bible-twi
twiasante,Bible in Twi,"The Bible, translated into Twi.",ebible.org,"Biblica, Inc. (2020): Biblica® Wɔnhia ɛho kwamma nwoma Asante Twi Nkwa Asɛm™ [The Bible in Twi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/twiasante_html.zip",,Primary texts,"Biblica, Inc.",2020,2023-04-18,CCBYSA,"Copyright © 2020 Biblica, Inc.",https://ebible.org/Scriptures/twiasante_html.zip,CLD-Bible-twiasante
tii,Bible in Tii,"The Bible, translated into Tii.",ebible.org,Wycliffe Bible Translators (2004): Rote Tii Alkitab [The Bible in Tii]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/txq_html.zip,,Primary texts,Wycliffe Bible Translators,2004,2016-06-28,CCBYND-4.0,Copyright © 2004-2011 Unit Bahasa dan Budaya,https://ebible.org/Scriptures/txq_html.zip,CLD-Bible-tii
kayapont,Bible in Kayapó,"The Bible, translated into Kayapó.",ebible.org,"Wycliffe Bible Translators, Inc. (2012): Metĩndjwỳnh Kute Memã Kabẽn Ny Jarẽnh [The Bible in Kayapó]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/txuNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2012,2014-04-27,CCBYNCND-4.0,"Copyright © 2012 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/txuNT_html.zip,CLD-Bible-kayapont
tzutujile,Bible in Tz'utujil,"The Bible, translated into Tz'utujil.",ebible.org,"Wycliffe Bible Translators, Inc. (2010): Cꞌacꞌ Chuminem [The Bible in Tz'utujil]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tzjE_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2010,2014-04-30,CCBYNCND-4.0,"Copyright © 2010 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tzjE_html.zip,CLD-Bible-tzutujile
tzutujilnt,Bible in Tz'utujil,"The Bible, translated into Tz'utujil.",ebible.org,"Wycliffe Bible Translators, Inc. (2010): Ja Cꞌacꞌa Chominem [The Bible in Tz'utujil]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tzjNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2010,2014-04-30,CCBYNCND-4.0,"Copyright © 2010 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tzjNT_html.zip,CLD-Bible-tzutujilnt
tzotzilnt,Bible in Tzotzil,"The Bible, translated into Tzotzil.",ebible.org,"Wycliffe Bible Translators, Inc. (1995): Jaʼ ti achʼ Testamento: jaʼ scʼopilal ti Jesucristoe jaʼ ti Jcoltavanej cuʼuntique [The Bible in Tzotzil]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tzoNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1995,2014-04-30,CCBYNCND-4.0,"Copyright © 1995 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tzoNT_html.zip,CLD-Bible-tzotzilnt
tzotzilsa,Bible in Tzotzil,"The Bible, translated into Tzotzil.",ebible.org,"Wycliffe Bible Translators, Inc. (1983): Achʼ Testamento: Jaʼ scʼoplal ti jaʼ Cajcoltavanejtic li Cajvaltic Jesucristoe [The Bible in Tzotzil]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tzoSA_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1983,2014-04-30,CCBYNCND-4.0,"Copyright © 1983 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tzoSA_html.zip,CLD-Bible-tzotzilsa
tzotzilznt,Bible in Tzotzil,"The Bible, translated into Tzotzil.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Sc'op riox: ja' li' yaloj ti chac' jcuxlejaltic ta sbatel osli ti cajvaltic Jesucristoe [The Bible in Tzotzil]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tzoZNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/tzoZNT_html.zip,CLD-Bible-tzotzilznt
tzotziltzc,Bible in Tzotzil,"The Bible, translated into Tzotzil.",ebible.org,Wycliffe Bible Translators (1979): TI ACHꞌ REXTOMENTO YUꞌUN TI JESUCRISTOE [The Bible in Tzotzil]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tzotzc_html.zip,,Primary texts,Wycliffe Bible Translators,1979,2016-06-21,CCBYNCND-4.0,"Copyright © 1979, 1988, 2009 La Liga Bíblica",https://ebible.org/Scriptures/tzotzc_html.zip,CLD-Bible-tzotziltzc
tzotziltze,Bible in Tzotzil,"The Bible, translated into Tzotzil.",ebible.org,Wycliffe Bible Translators (1981): ACH' TESTAMENTO [The Bible in Tzotzil]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/tzotze_html.zip,,Primary texts,Wycliffe Bible Translators,1981,2016-06-21,CCBYNCND-4.0,Copyright © 1981 La Liga Bíblica,https://ebible.org/Scriptures/tzotze_html.zip,CLD-Bible-tzotziltze
ubir,Bible in Ubir,"The Bible, translated into Ubir.",ebible.org,PNG Bible Translation Association (1997): God An Dura Bobaibasit Boboun [The Bible in Ubir]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ubr_html.zip,,Primary texts,PNG Bible Translation Association,1997,2012-11-26,CCBYNCND-4.0,"Copyright © 1997, 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ubr_html.zip,CLD-Bible-ubir
umbuunguandelale,Bible in Umbu-Ungu,"The Bible, translated into Umbu-Ungu.",ebible.org,Wycliffe Bible Translators (1998): PULU YEMONGA UNGU KONDEMO [The Bible in Umbu-Ungu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ubu-andelale_html.zip,,Primary texts,Wycliffe Bible Translators,1998,2012-10-04,CCBYNCND-4.0,"Copyright © 1998 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ubu-andelale_html.zip,CLD-Bible-umbuunguandelale
umbuungukala,Bible in Umbu-Ungu,"The Bible, translated into Umbu-Ungu.",ebible.org,Wycliffe Bible Translators (1995): PULU YEMONGA UNGU KONDEMO [The Bible in Umbu-Ungu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ubu-kala_html.zip,,Primary texts,Wycliffe Bible Translators,1995,2012-10-04,CCBYNCND-4.0,"Copyright © 1995 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ubu-kala_html.zip,CLD-Bible-umbuungukala
umbuungunopenge,Bible in Umbu-Ungu,"The Bible, translated into Umbu-Ungu.",ebible.org,Wycliffe Bible Translators (1995): PULU YEMONGA UNGU KONDEMO [The Bible in Umbu-Ungu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ubu-nopenge_html.zip,,Primary texts,Wycliffe Bible Translators,1995,2012-01-20,CCBYNCND-4.0,"Copyright © 1995 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ubu-nopenge_html.zip,CLD-Bible-umbuungunopenge
udi,Bible in Udi,"The Bible, translated into Udi.",ebible.org,"Wycliffe Bible Translators, Inc. (2020): Udi Bible [The Bible in Udi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/udi_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2020,2020-11-30,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/udi_html.zip,CLD-Bible-udi
uduk,Bible in Uduk,"The Bible, translated into Uduk.",ebible.org,SIM International (2005): Gwo Ma Arumgimis [The Bible in Uduk]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/udu_html.zip,,Primary texts,SIM International,2005,2014-10-02,CCBYNCND-4.0,Copyright © 2005 SIM International,https://ebible.org/Scriptures/udu_html.zip,CLD-Bible-uduk
uighurara,Bible in Uighur,"The Bible, translated into Uighur.",ebible.org, (2010): مۇقېددېس‭ ‬كالام (‭‬يەنگى‭ ‬يېزىق‭ ‬ ) [The Bible in Uighur]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/uigara_html.zip,,Primary texts,,2010,2022-06-14,CCBYSA,Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee,https://ebible.org/Scriptures/uigara_html.zip,CLD-Bible-uighurara
uighurcyr,Bible in Uighur,"The Bible, translated into Uighur.",ebible.org, (2010): Муқеддес Калам (кирил йезиқ) [The Bible in Uighur]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/uigcyr_html.zip,,Primary texts,,2010,2021-09-11,CCBYSA,Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee,https://ebible.org/Scriptures/uigcyr_html.zip,CLD-Bible-uighurcyr
uighurlat,Bible in Uighur,"The Bible, translated into Uighur.",ebible.org, (2010): Muqeddes Kalam (latin yéziq) [The Bible in Uighur]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/uiglat_html.zip,,Primary texts,,2010,2021-09-11,CCBYSA,Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee,https://ebible.org/Scriptures/uiglat_html.zip,CLD-Bible-uighurlat
uighurpin,Bible in Uighur,"The Bible, translated into Uighur.",ebible.org, (2010): Muⱪeddes Kalam (yǝngi yeziⱪ) [The Bible in Uighur]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/uigpin_html.zip,,Primary texts,,2010,2021-09-11,CCBYSA,Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee,https://ebible.org/Scriptures/uigpin_html.zip,CLD-Bible-uighurpin
ukrainian1871,Bible in Ukrainian,"The Bible, translated into Ukrainian.",ebible.org,Panteleimon Kulish (): Новий Завіт. Переклад П. Куліша [The Bible in Ukrainian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ukr1871_html.zip,,Primary texts,Panteleimon Kulish,,2021-10-16,Public Domain,public domain,https://ebible.org/Scriptures/ukr1871_html.zip,CLD-Bible-ukrainian1871
ukrainian1996,Bible in Ukrainian,"The Bible, translated into Ukrainian.",ebible.org,Bob Jones University (1996): Біблія [The Bible in Ukrainian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ukr1996_html.zip,,Primary texts,Bob Jones University,1996,2021-10-16,All rights reserved,Copyright © 1996 Bob Jones University,https://ebible.org/Scriptures/ukr1996_html.zip,CLD-Bible-ukrainian1996
ukrainianonpu,Bible in Ukrainian,"The Bible, translated into Ukrainian.",ebible.org,"Biblica, Inc. (2022): Бібліка ® Відкрита Новий Переклад Українською [The Bible in Ukrainian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ukronpu_html.zip",,Primary texts,"Biblica, Inc.",2022,2023-04-18,CCBYSA,"Copyright © 2022 Biblica, Inc.",https://ebible.org/Scriptures/ukronpu_html.zip,CLD-Bible-ukrainianonpu
ulithian,Bible in Ulithian,"The Bible, translated into Ulithian.",ebible.org, (1995): Bogtag we ye Tefoy [The Bible in Ulithian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/uli_html.zip,,Primary texts,,1995,2023-10-19,CCBYNCND-4.0,Copyright © 1995 Bible Society of Micronesia,https://ebible.org/Scriptures/uli_html.zip,CLD-Bible-ulithian
meriam1902,Bible in Meriam,"The Bible, translated into Meriam.",ebible.org, (): Meriam Mir Bible [The Bible in Meriam]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ulk1902_html.zip,,Primary texts,,,2023-04-03,Public Domain,public domain,https://ebible.org/Scriptures/ulk1902_html.zip,CLD-Bible-meriam1902
meriam,Bible in Meriam,"The Bible, translated into Meriam.",ebible.org, (1986): Meriam Mir Bible [The Bible in Meriam]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/ulk_html.zip,,Primary texts,,1986,2019-09-16,CCBYNCND-4.0,"Copyright © 1986-1989 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/ulk_html.zip,CLD-Bible-meriam
